AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,HOURSPERWEEK,NATIVE,SALARYVALUE,ZODIAK
24,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,37.20,Aquarius
32,Private,10th,6,Other-service,0,0,40,United-States,19.37,Pisces 
35,Private,Bachelors,13,Sales,0,0,40,United-States,11.17,Pisces 
67,Private,Masters,14,Sales,0,0,40,United-States,148.02,Leo
56,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,40,United-States,195.04,Aquarius
26,Private,Masters,14,Prof-specialty,0,11512,40,India,26.80,Virgo
46,Private,Assoc-acdm,12,Tech-support,6497,0,40,United-States,430.11,Gemini
52,Private,HS-grad,9,Craft-repair,269102,0,40,United-States,187.37,Scorpio
38,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,40,United-States,25.87,Leo
31,Private,HS-grad,9,Sales,0,0,40,United-States,33.37,Sagittarius
53,Private,HS-grad,9,Transport-moving,0,0,40,United-States,42.71,Leo
27,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,29.52,Taurus
39,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,33.75,Libra
22,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,46.46,Aquarius
37,Private,Some-college,10,Craft-repair,0,0,40,United-States,26.85,Pisces 
20,Private,HS-grad,9,Adm-clerical,0,0,40,Nicaragua,31.25,Aquarius
60,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,18.50,Capricorn
51,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,31.35,Capricorn
57,Federal-gov,Prof-school,15,Prof-specialty,0,0,40,United-States,158.76,Taurus
59,Private,Some-college,10,Craft-repair,0,0,40,United-States,176.85,Virgo
37,Private,HS-grad,9,Craft-repair,0,0,40,United-States,29.66,Cancer
35,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,17.33,Libra
43,Private,Some-college,10,Sales,213683,0,40,United-States,165.58,Scorpio
17,Private,12th,8,Other-service,0,0,40,United-States,34.71,Leo
45,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,103.53,Leo
18,Private,HS-grad,9,Sales,0,0,40,United-States,27.32,Gemini
52,Private,12th,8,Machine-op-inspct,280798,0,40,Cuba,47.06,Scorpio
18,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,29.19,Pisces 
20,Private,Some-college,10,Handlers-cleaners,0,0,40,Germany,45.89,Pisces 
34,Private,HS-grad,9,Tech-support,0,0,40,United-States,23.59,Taurus
19,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,23.78,Pisces 
18,?,12th,8,?,0,0,40,United-States,12.20,Virgo
17,Local-gov,9th,5,Other-service,0,0,40,United-States,13.46,Libra
30,Federal-gov,Bachelors,13,Adm-clerical,0,13648,40,United-States,44.18,Virgo
29,Private,Bachelors,13,Craft-repair,0,13291,40,United-States,17.04,Virgo
30,Private,Some-college,10,Exec-managerial,8614,0,40,United-States,432.68,Taurus
18,Private,9th,5,Other-service,0,0,40,?,40.22,Sagittarius
50,State-gov,Bachelors,13,Adm-clerical,0,0,40,United-States,42.07,Cancer
22,Private,HS-grad,9,Sales,208643,0,40,United-States,28.61,Scorpio
21,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,11.62,Virgo
39,Self-emp-not-inc,9th,5,Farming-fishing,0,0,40,Cuba,37.30,Sagittarius
20,Private,Some-college,10,Other-service,4416,0,40,United-States,327.29,Leo
62,Private,Assoc-acdm,12,Other-service,272877,0,40,United-States,45.97,Scorpio
32,Private,Some-college,10,Exec-managerial,0,0,40,United-States,31.52,Aquarius
38,Private,Assoc-acdm,12,Tech-support,0,0,40,United-States,115.65,Gemini
32,Private,Some-college,10,Tech-support,3887,0,40,United-States,375.78,Leo
55,Private,Bachelors,13,Adm-clerical,3464,0,40,United-States,491.49,Aquarius
38,Private,Masters,14,Exec-managerial,99999,0,40,United-States,479.80,Gemini
34,Private,11th,7,Other-service,0,0,40,United-States,29.09,Virgo
28,Private,HS-grad,9,Other-service,0,0,40,United-States,28.45,Capricorn
26,Private,Some-college,10,Sales,274636,0,40,United-States,41.55,Scorpio
41,Private,HS-grad,9,Sales,0,0,40,United-States,25.88,Gemini
61,State-gov,Doctorate,16,Prof-specialty,0,1902,40,United-States,393.74,Leo
75,Self-emp-not-inc,HS-grad,9,Farming-fishing,3456,0,40,United-States,447.24,Capricorn
21,Private,Assoc-voc,11,Other-service,0,0,40,Mexico,22.50,Capricorn
50,Private,HS-grad,9,Handlers-cleaners,267899,0,40,United-States,195.49,Scorpio
49,Self-emp-inc,Some-college,10,Exec-managerial,0,0,40,?,199.12,Gemini
26,Private,HS-grad,9,Transport-moving,0,0,40,United-States,34.60,Virgo
39,Private,7th-8th,4,Other-service,0,0,40,Mexico,28.15,Aquarius
24,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,40,United-States,34.08,Pisces 
56,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,11.43,Libra
17,Private,11th,7,Other-service,0,0,40,United-States,23.21,Cancer
37,Private,HS-grad,9,Craft-repair,0,0,40,United-States,104.43,Libra
23,Private,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,10.08,Gemini
28,?,HS-grad,9,?,0,0,40,United-States,32.16,Taurus
57,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,40,United-States,32.67,Sagittarius
42,Local-gov,Bachelors,13,Adm-clerical,0,0,40,United-States,117.34,Pisces 
25,Private,Bachelors,13,Sales,207077,0,40,United-States,31.06,Scorpio
22,Private,Bachelors,13,Farming-fishing,0,11580,40,United-States,30.88,Virgo
39,Private,HS-grad,9,Craft-repair,0,0,40,United-States,38.12,Sagittarius
54,Private,11th,7,Other-service,0,0,40,United-States,185.05,Aquarius
41,Self-emp-inc,Bachelors,13,Exec-managerial,0,0,40,United-States,15.43,Taurus
43,Federal-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,39.35,Libra
19,Private,HS-grad,9,Craft-repair,0,0,40,United-States,42.16,Libra
35,Private,Some-college,10,Prof-specialty,0,0,40,United-States,19.21,Virgo
34,Private,HS-grad,9,Prof-specialty,0,0,40,Philippines,101.26,Leo
19,Private,HS-grad,9,Adm-clerical,202664,0,40,United-States,20.39,Scorpio
33,Private,Some-college,10,Exec-managerial,0,0,40,United-States,28.19,Virgo
33,Private,Some-college,10,Prof-specialty,0,0,40,United-States,29.70,Pisces 
49,Private,Masters,14,Exec-managerial,0,0,40,United-States,139.51,Aquarius
31,Private,HS-grad,9,Adm-clerical,245381,0,40,United-States,47.10,Scorpio
69,?,HS-grad,9,?,0,0,40,United-States,10.56,Gemini
41,Private,Assoc-voc,11,Sales,4386,0,40,United-States,484.09,Gemini
24,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,43.98,Cancer
45,State-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,115.50,Sagittarius
63,Private,Bachelors,13,Prof-specialty,15024,0,40,United-States,481.91,Pisces 
75,Private,Some-college,10,Transport-moving,0,0,40,United-States,23.19,Gemini
34,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,24.77,Sagittarius
69,Private,Bachelors,13,Exec-managerial,9386,0,40,United-States,467.32,Sagittarius
33,Private,Masters,14,Prof-specialty,0,0,40,United-States,29.19,Capricorn
44,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,42.58,Libra
45,Private,Bachelors,13,Craft-repair,271088,0,40,United-States,369.27,Scorpio
18,Private,11th,7,Sales,0,0,40,United-States,13.72,Sagittarius
48,Private,HS-grad,9,Sales,0,0,40,United-States,37.54,Gemini
43,Private,HS-grad,9,Craft-repair,0,0,40,United-States,129.12,Taurus
26,Private,HS-grad,9,Craft-repair,223920,1848,40,United-States,426.00,Scorpio
35,Private,HS-grad,9,Craft-repair,0,0,40,United-States,19.42,Libra
34,Private,Some-college,10,Adm-clerical,0,0,40,United-States,14.35,Capricorn
48,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,134.51,Virgo
54,Local-gov,HS-grad,9,Other-service,244182,0,40,United-States,24.97,Scorpio
57,Private,HS-grad,9,Sales,0,0,40,United-States,28.81,Pisces 
21,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,24.96,Leo
28,Private,Some-college,10,Exec-managerial,0,0,40,United-States,50.00,Cancer
51,Private,Assoc-voc,11,Craft-repair,0,0,40,Canada,118.83,Aquarius
34,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,168.87,Sagittarius
41,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,119.74,Capricorn
21,Private,Some-college,10,Adm-clerical,0,0,40,United-States,37.57,Taurus
26,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,26.38,Libra
66,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,46.68,Virgo
40,Private,Doctorate,16,Prof-specialty,0,12551,40,Hong,410.61,Virgo
48,Private,Assoc-acdm,12,Adm-clerical,0,0,40,United-States,42.60,Pisces 
44,?,Bachelors,13,?,0,0,40,United-States,34.92,Capricorn
41,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,45.00,Taurus
41,Private,Bachelors,13,Protective-serv,15024,10790,40,United-States,323.17,Virgo
55,Local-gov,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,116.62,Cancer
43,Private,Bachelors,13,Sales,0,0,40,United-States,184.52,Pisces 
51,Private,Assoc-voc,11,Other-service,202431,0,40,Germany,155.39,Scorpio
31,Private,11th,7,Craft-repair,0,0,40,United-States,29.97,Virgo
30,Self-emp-not-inc,Bachelors,13,Craft-repair,6849,0,40,United-States,396.68,Gemini
51,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,45.03,Virgo
31,Local-gov,HS-grad,9,Other-service,0,0,40,United-States,25.07,Libra
18,Private,Some-college,10,Other-service,0,0,40,United-States,40.12,Leo
60,Private,HS-grad,9,Exec-managerial,0,1092,40,United-States,30.62,Leo
29,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,18.65,Taurus
33,Private,HS-grad,9,Transport-moving,0,0,40,United-States,42.80,Virgo
34,Private,5th-6th,3,Farming-fishing,0,0,40,Mexico,40.37,Leo
40,Self-emp-inc,Masters,14,Other-service,226569,0,40,United-States,27.05,Scorpio
57,Private,Some-college,10,Other-service,0,0,40,United-States,16.34,Taurus
55,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,18.38,Aquarius
40,Self-emp-not-inc,Assoc-acdm,12,Exec-managerial,248405,0,40,United-States,14.21,Scorpio
26,State-gov,Bachelors,13,Exec-managerial,0,0,40,United-States,10.54,Pisces 
29,Private,Some-college,10,Adm-clerical,0,0,40,United-States,34.99,Virgo
30,Private,Bachelors,13,Adm-clerical,0,13537,40,Mexico,18.33,Virgo
29,Private,Masters,14,Sales,0,0,40,United-States,163.34,Sagittarius
43,Private,Some-college,10,Transport-moving,245767,0,40,United-States,163.09,Scorpio
65,Private,11th,7,Adm-clerical,0,0,40,United-States,42.30,Taurus
19,Private,Some-college,10,Sales,0,0,40,Laos,36.65,Pisces 
35,Private,HS-grad,9,Sales,0,1887,40,Iran,626.44,Libra
28,Private,HS-grad,9,Transport-moving,230561,0,40,United-States,32.28,Scorpio
34,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,18.35,Capricorn
61,Private,Assoc-voc,11,Craft-repair,0,1887,40,United-States,713.12,Gemini
63,Local-gov,HS-grad,9,Exec-managerial,292271,0,40,United-States,40.18,Scorpio
47,State-gov,Bachelors,13,Exec-managerial,0,0,40,United-States,175.18,Libra
31,Private,Some-college,10,Craft-repair,0,0,40,United-States,45.62,Leo
18,Private,Some-college,10,Transport-moving,2907,0,40,United-States,324.93,Leo
29,Private,Bachelors,13,Sales,0,0,40,United-States,152.45,Sagittarius
59,Private,HS-grad,9,Craft-repair,0,0,40,United-States,23.22,Capricorn
50,Private,Masters,14,Exec-managerial,0,0,40,United-States,193.39,Aquarius
49,Private,7th-8th,4,Transport-moving,2407,0,40,United-States,471.78,Gemini
60,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,145.45,Sagittarius
35,Self-emp-not-inc,Masters,14,Sales,0,0,40,United-States,144.15,Cancer
48,Federal-gov,HS-grad,9,Handlers-cleaners,0,0,40,United-States,21.13,Gemini
21,?,Some-college,10,?,0,0,40,United-States,41.32,Capricorn
41,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,11.94,Cancer
56,Private,Some-college,10,Craft-repair,266571,0,40,United-States,46.98,Scorpio
26,Private,12th,8,Other-service,0,0,40,United-States,36.22,Libra
53,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,47.55,Pisces 
23,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,45.81,Virgo
58,Private,7th-8th,4,Farming-fishing,269860,0,40,United-States,21.46,Scorpio
61,Private,HS-grad,9,Craft-repair,0,0,40,United-States,18.48,Aquarius
29,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,41.80,Capricorn
22,Private,HS-grad,9,Transport-moving,0,0,40,United-States,32.42,Taurus
43,Private,Bachelors,13,Exec-managerial,0,1977,40,United-States,72.54,Cancer
31,Private,Some-college,10,Other-service,0,0,40,United-States,29.99,Gemini
90,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,20.27,Leo
53,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,32.69,Gemini
22,?,Some-college,10,?,0,0,40,United-States,40.47,Taurus
55,Private,HS-grad,9,Transport-moving,3411,0,40,Jamaica,451.21,Leo
34,State-gov,Doctorate,16,Prof-specialty,0,0,40,United-States,39.34,Cancer
28,Private,Some-college,10,Handlers-cleaners,5013,0,40,United-States,435.85,Capricorn
22,?,Some-college,10,?,0,0,40,United-States,28.16,Taurus
36,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,22.48,Leo
33,Private,Bachelors,13,Prof-specialty,0,0,40,Jamaica,41.67,Capricorn
17,Private,10th,6,Other-service,0,0,40,United-States,24.20,Taurus
38,Private,11th,7,Craft-repair,0,0,40,United-States,22.31,Cancer
60,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,44.96,Pisces 
34,Private,Bachelors,13,Exec-managerial,0,10910,40,United-States,146.95,Virgo
72,?,HS-grad,9,?,0,0,40,United-States,30.54,Sagittarius
57,Private,5th-6th,3,Other-service,0,0,40,Italy,30.04,Aquarius
39,Private,HS-grad,9,Sales,0,0,40,United-States,45.80,Pisces 
50,Self-emp-not-inc,Bachelors,13,Farming-fishing,219273,0,40,United-States,16.97,Scorpio
45,Private,Bachelors,13,Prof-specialty,0,0,40,China,24.63,Gemini
37,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,38.37,Gemini
27,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,37.73,Aquarius
43,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,107.89,Libra
41,Private,Some-college,10,Tech-support,0,0,40,United-States,42.38,Leo
20,Private,Masters,14,Exec-managerial,0,0,40,United-States,12.53,Gemini
44,Private,Masters,14,Exec-managerial,0,0,40,United-States,43.21,Gemini
50,Private,Assoc-voc,11,Exec-managerial,0,0,40,United-States,179.36,Pisces 
54,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,43.55,Leo
31,Private,Bachelors,13,Exec-managerial,237484,1564,40,United-States,833.75,Scorpio
33,Private,Some-college,10,Adm-clerical,0,0,40,Puerto-Rico,33.47,Leo
22,Private,9th,5,Other-service,0,0,40,United-States,22.62,Leo
46,Private,Some-college,10,Craft-repair,0,0,40,United-States,32.00,Cancer
30,Private,Bachelors,13,Adm-clerical,0,0,40,Philippines,86.45,Pisces 
22,?,Some-college,10,?,0,0,40,China,31.92,Capricorn
59,?,HS-grad,9,?,2407,0,40,United-States,479.57,Gemini
57,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,40,United-States,24.22,Capricorn
26,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,36.09,Pisces 
52,Local-gov,Assoc-acdm,12,Protective-serv,0,0,40,United-States,170.37,Cancer
55,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,20.42,Cancer
47,Private,Bachelors,13,Sales,0,0,40,United-States,112.17,Libra
19,Private,HS-grad,9,Craft-repair,0,0,40,United-States,21.63,Capricorn
26,Private,HS-grad,9,Transport-moving,0,0,40,United-States,19.88,Capricorn
44,Private,Assoc-acdm,12,Prof-specialty,0,10903,40,United-States,118.29,Virgo
42,Private,Masters,14,Exec-managerial,0,0,40,United-States,118.65,Capricorn
39,Private,Some-college,10,Exec-managerial,0,0,40,United-States,24.65,Aquarius
17,?,11th,7,?,0,0,40,United-States,43.83,Pisces 
26,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,21.49,Pisces 
26,Private,Masters,14,Prof-specialty,0,0,40,United-States,38.33,Cancer
50,Self-emp-inc,Masters,14,Sales,212412,0,40,United-States,47.20,Scorpio
46,Self-emp-not-inc,Masters,14,Exec-managerial,0,0,40,United-States,108.64,Leo
18,Private,Some-college,10,Tech-support,2176,0,40,United-States,351.34,Virgo
26,Private,Bachelors,13,Exec-managerial,239196,0,40,Vietnam,13.83,Scorpio
32,Private,Bachelors,13,Sales,0,1902,40,United-States,768.80,Pisces 
50,Private,5th-6th,3,Other-service,212271,0,40,Mexico,33.93,Scorpio
47,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,129.81,Pisces 
52,Private,HS-grad,9,Other-service,0,0,40,United-States,23.98,Capricorn
25,Federal-gov,Some-college,10,Exec-managerial,0,0,40,United-States,183.78,Capricorn
42,Local-gov,11th,7,Transport-moving,0,0,40,United-States,49.49,Pisces 
53,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,30.16,Taurus
30,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,20.64,Virgo
23,Private,1st-4th,2,Farming-fishing,216060,0,40,Mexico,13.58,Scorpio
23,Private,Bachelors,13,Exec-managerial,0,0,40,?,34.85,Cancer
32,Private,Some-college,10,Farming-fishing,0,0,40,United-States,36.31,Aquarius
29,Self-emp-inc,HS-grad,9,Prof-specialty,0,0,40,United-States,37.38,Taurus
40,Private,Assoc-acdm,12,Other-service,0,0,40,United-States,13.59,Pisces 
45,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,190.56,Libra
17,?,10th,6,?,0,0,40,United-States,24.54,Sagittarius
55,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,197.51,Capricorn
59,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,154.14,Leo
56,Private,Assoc-voc,11,Sales,15024,0,40,United-States,450.09,Pisces 
23,Private,12th,8,Craft-repair,207172,0,40,United-States,49.80,Scorpio
37,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,36.34,Sagittarius
25,Private,HS-grad,9,Craft-repair,0,0,40,United-States,12.86,Capricorn
22,?,Some-college,10,?,0,0,40,United-States,46.30,Cancer
27,Private,9th,5,Priv-house-serv,0,0,40,Mexico,15.20,Pisces 
21,Private,HS-grad,9,Other-service,0,0,40,United-States,27.14,Virgo
47,Local-gov,HS-grad,9,Transport-moving,5178,0,40,United-States,461.45,Pisces 
38,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,32.91,Pisces 
62,Local-gov,Masters,14,Prof-specialty,264425,0,40,United-States,405.56,Scorpio
27,Private,Some-college,10,Sales,0,0,40,United-States,46.61,Cancer
25,?,Assoc-voc,11,?,0,0,40,United-States,10.32,Pisces 
27,Private,HS-grad,9,Other-service,0,0,40,United-States,36.82,Sagittarius
40,Private,Some-college,10,Adm-clerical,0,0,40,United-States,117.68,Capricorn
22,Self-emp-not-inc,Some-college,10,Sales,99999,0,40,United-States,348.44,Aquarius
33,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,30.93,Libra
28,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,47.15,Libra
28,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,44.74,Cancer
29,Private,HS-grad,9,Transport-moving,0,0,40,United-States,19.64,Libra
46,Private,9th,5,Exec-managerial,0,0,40,United-States,28.82,Cancer
30,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,28.39,Cancer
65,?,HS-grad,9,?,0,0,40,Germany,16.63,Gemini
28,Private,Some-college,10,Craft-repair,0,0,40,United-States,10.21,Aquarius
39,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,39.75,Taurus
35,Private,Some-college,10,Sales,0,0,40,United-States,21.29,Capricorn
50,Private,Some-college,10,Sales,0,0,40,United-States,34.42,Sagittarius
25,?,10th,6,?,0,0,40,United-States,39.94,Sagittarius
63,Private,9th,5,Other-service,0,0,40,United-States,48.29,Leo
56,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,143.53,Leo
46,Private,Some-college,10,Adm-clerical,0,0,40,United-States,176.20,Gemini
19,Private,Some-college,10,Other-service,0,0,40,United-States,42.24,Aquarius
56,Local-gov,Masters,14,Prof-specialty,0,0,40,?,106.55,Pisces 
31,Private,HS-grad,9,Other-service,0,0,40,United-States,47.43,Cancer
51,State-gov,Masters,14,Exec-managerial,288616,0,40,United-States,13.45,Scorpio
17,Private,11th,7,Sales,0,0,40,United-States,28.81,Gemini
27,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,19.81,Pisces 
30,Private,Some-college,10,Adm-clerical,0,0,40,United-States,27.16,Pisces 
18,Private,Some-college,10,Protective-serv,0,0,40,United-States,42.35,Capricorn
41,Private,Some-college,10,Exec-managerial,4650,0,40,United-States,306.84,Aquarius
40,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,104.48,Pisces 
35,Private,Bachelors,13,Sales,0,0,40,United-States,31.76,Aquarius
29,Private,HS-grad,9,Sales,0,0,40,United-States,46.99,Pisces 
27,Private,Bachelors,13,Sales,0,1848,40,United-States,208.93,Cancer
25,Private,10th,6,Transport-moving,2597,0,40,United-States,403.34,Sagittarius
53,Private,1st-4th,2,Other-service,0,0,40,Dominican-Republic,16.88,Virgo
53,Private,Bachelors,13,Other-service,0,0,40,United-States,11.78,Capricorn
26,State-gov,HS-grad,9,Craft-repair,0,0,40,United-States,20.34,Virgo
41,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,11.69,Sagittarius
28,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,37.82,Leo
48,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,36.73,Taurus
